0	0	0	0	0	0	0	0	0	0
1.55941	-0.138498	1.56135	-0.138671	1.55944	-0.138501	2.09897	0.0522228	2.19595	0.109339
3.88784	-0.134739	2.63108	0.0599553	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
6.86148	0.413909	3.17263	0.832523	6.86352	0.416818	6.56942	0.496096	2.36382	0.348847
9.08363	0.597511	1.6085	-0.235359	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
11.5695	1.65797	3.07489	1.93039	11.5755	1.6669	11.3468	1.427	2.49328	0.600781
13.5994	2.3208	1.31711	-0.201801	13.5921	2.31191	13.827	2.07904	2.5429	0.724947
16.6335	2.89751	4.21319	1.11136	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
19.0235	3.70768	1.13427	0.602739	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
21.323	4.72909	3.10309	1.31013	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
24.0812	5.57298	2.52017	0.522187	24.0787	5.56968	24.1437	5.83295	2.65286	1.14952
26.6052	6.95492	2.52675	1.97533	26.6053	6.96102	26.7833	7.01246	2.6632	1.22647
29.5832	8.09382	3.28942	0.56155	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
31.9482	9.87154	1.72683	2.61722	31.9416	9.88017	32.0955	9.56901	2.67104	1.33358
34.6091	10.7114	3.30568	-0.387045	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
37.1458	12.0759	2.00597	2.5736	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
40.3202	13.4749	3.98103	0.588222	40.3285	13.4666	40.0971	13.6505	2.66232	1.36458
42.7772	14.824	1.40488	1.87423	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
45.3489	16.5534	3.37722	1.6295	45.3572	16.5524	45.4265	16.3307	2.64546	1.297
48.1581	17.2898	2.41706	0.119866	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
50.6224	19.0604	2.49695	2.91011	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
53.7225	19.9128	3.51639	-0.568052	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
56.0407	21.08	1.49112	2.36504	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
58.6552	21.7938	3.38998	-0.426083	58.6632	21.7821	58.5483	21.9225	2.53033	0.869205
60.8805	22.7776	1.42126	1.95717	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
63.3745	23.4163	3.23448	-0.271616	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
66.3422	23.9899	2.78356	1.15708	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
68.2681	24.3637	1.33394	-0.166805	68.2621	24.3582	68.4273	24.4824	2.30293	0.385623
70.8188	24.8795	3.39067	0.987048	70.8275	24.8844	70.7385	24.8137	2.22347	0.265395
72.9015	24.7217	1.17977	-0.948247	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
74.9956	25.249	2.72521	1.54592	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
77.1267	24.9428	1.72091	-1.5847	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566979
79.1071	25.025	2.15952	1.23294	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
80.8107	24.8786	1.38888	-1.09865	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
82.6186	24.6333	2.09723	0.343713	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
84.1772	24.5534	1.18672	-0.372228	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
85.6358	23.8106	1.64639	-0.998635	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
86.9473	23.522	1.08027	0.201536	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
88.8171	22.7935	2.41478	-1.37051	88.8227	22.7869	88.4904	22.9745	1.23247	-0.450514
89.5089	22.3019	-0.497554	0.115168	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
90.5027	21.6729	2.0233	-1.14269	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
91.7235	21.1111	0.666861	-0.160857	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488963
92.8566	20.9537	1.4549	-0.155055	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
93.4728	20.2196	0.0372294	-1.13383	93.4668	20.2155	93.9011	20.513	0.92369	-0.495918
95.3101	19.6545	3.07998	-0.17255	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.5242	19.6969	-1.76425	0.190813	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
96.2464	19.1649	2.43862	-1.031	96.264	19.1597	96.5842	19.0066	0.865773	-0.50059
97.5368	18.7228	0.497709	-0.0355358	97.5286	18.727	97.45	18.506	0.868716	-0.503009
98.2092	18.3761	0.793087	-0.561459	98.2105	18.3739	98.3198	18.0049	0.882804	-0.506023
99.036	17.3602	0.850073	-1.32961	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.9961	16.9815	1.03597	0.277675	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
101.203	16.5419	1.32424	-0.934655	101.204	16.5368	101.066	16.497	0.991362	-0.513687
102.388	16.3937	1.08921	0.394571	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
103.007	15.3631	0.294322	-2.01428	103.003	15.353	103.119	15.4967	1.11708	-0.508169
104.109	15.2573	1.65944	1.21158	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
