8.46292	0.243462	0	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0	0
8.44844	0.251375	-0.0579099	-2.43945e-18	5.20417e-18	8.44818	0.251553	8.45	0.25	-3.00027	0	0.000234735
8.47019	0.239497	-0.0187045	0.000945625	9.93842e-05	8.56759	0.241943	8.45	0.25	0	0	0.121191
8.4632	0.240383	-0.0274833	0.000531273	3.77159e-05	8.45582	0.253997	8.45	0.25	0	0	0.0132709
8.37375	0.246131	-0.913347	-0.00645535	-0.00102769	8.42544	0.254042	8.35	0.25	-1.81979	0	5.89973
8.30536	0.245863	-0.976593	-0.010547	-0.00207019	8.23962	0.24916	8.25	0.25	-1.81978	0	0.304857
8.10875	0.201336	-1.80092	0.595825	0.176823	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	20.7798
7.98336	0.166399	-1.90808	0.502576	0.131289	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	1.32009
7.80427	0.173356	-2.20694	0.0998317	-0.225582	7.61269	0.155818	7.7	0.15	-2.99982	0	5.79057
7.65439	0.165213	-2.28266	0.0664152	-0.229557	7.54016	0.159641	7.55	0.15	-2.99982	0	0.799909
7.54891	0.106612	-2.24546	0.211726	-0.000492723	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	0.720895
7.40729	0.0771148	-2.28708	0.21916	0.0340725	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	0.338707
7.26185	0.0174551	-2.38967	0.294864	0.229439	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	1.62996
7.11704	-0.0232865	-2.42622	0.310046	0.249463	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	0.278426
7.00054	-0.132566	-2.42899	0.53429	0.902062	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	2.47053
6.87948	-0.206542	-2.44625	0.592426	0.931267	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	0.181614
6.76958	-0.328259	-2.52311	0.762415	1.26396	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	1.83306
6.6732	-0.41945	-2.53763	0.826777	1.27021	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	0.137795
6.61417	-0.547543	-2.54121	0.994265	1.5275	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	1.144
6.55175	-0.655995	-2.53805	1.07223	1.53009	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	0.00537108
6.49265	-0.823808	-2.61237	1.2472	1.73204	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	2.31869
6.4567	-0.964712	-2.61669	1.35041	1.74737	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	0.357732
6.34623	-1.11552	-2.72298	1.34737	1.55943	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	6.9038
6.30229	-1.25989	-2.73113	1.41635	1.53399	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	0.140492
6.34128	-1.43964	-2.76974	1.61212	1.73924	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	5.43105
6.35856	-1.59258	-2.77319	1.71224	1.74578	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	0.189761
6.25479	-1.74645	-2.85505	1.64518	1.50059	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	10.4003
6.26637	-1.88888	-2.85908	1.71614	1.49514	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	0.194808
6.25728	-2.05065	-2.92079	1.76244	1.4648	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	2.67856
6.30369	-2.19503	-2.92592	1.84716	1.4785	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	0.195058
6.27975	-2.35683	-2.92944	1.8361	1.33257	6.32593	-2.40018	6.35	-2.4	0	-2.72613	4.25861
6.33312	-2.51202	-2.93378	1.91318	1.33631	6.34927	-2.55175	6.35	-2.55	0	-2.72611	0.0889052
6.36309	-2.67087	-2.94283	1.94981	1.27928	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0.715484
6.42959	-2.81947	-2.94491	2.0206	1.27918	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.0250286
6.43767	-2.96284	-2.93015	2.0079	1.15176	6.46536	-3.00452	6.45	-3	0	-2.99754	3.93131
6.4944	-3.09388	-2.92721	2.05732	1.14047	6.44119	-3.14955	6.45	-3.15	0	-2.99754	0.28605
6.51101	-3.26104	-2.93525	2.03633	1.0033	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	3.70502
6.58208	-3.40386	-2.93432	2.08582	0.994566	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	0.199007
6.63701	-3.56005	-2.94612	2.09983	0.927087	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	1.27118
6.73014	-3.70178	-2.95556	2.15277	0.926815	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	0.184163
6.78197	-3.85735	-2.94866	2.14271	0.818374	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	2.30414
6.87323	-3.99502	-2.95267	2.18437	0.811052	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	0.193788
6.9142	-4.15672	-2.94181	2.14791	0.6676	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	3.69373
6.99776	-4.29156	-2.93845	2.17762	0.656165	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	0.277311
7.04129	-4.44599	-2.9102	2.14137	0.524676	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	5.22894
7.11541	-4.57338	-2.8953	2.16472	0.518546	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	0.322421
7.18186	-4.71206	-2.87919	2.16239	0.463069	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	1.04366
7.2547	-4.83839	-2.86414	2.17782	0.44822	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	0.613141
7.31851	-4.99939	-2.88527	2.14977	0.355401	7.31379	-5.05204	7.25	-5	1.81907	-2.72861	2.56383
7.39284	-5.12844	-2.87381	2.16061	0.341927	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	0.428751
7.43953	-5.28399	-2.86658	2.11881	0.23473	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	2.32185
7.51334	-5.41756	-2.86043	2.12436	0.222598	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	0.275858
